epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,9355.89,0.97297,0.58164,0.96973,0.93126,0.89554,0.93586,0.67444,1.01197,0.57214,0.99998,0.003779,0.003779,0.003779
76,9484.83,0.93944,0.55701,0.95945,0.92812,0.90446,0.94383,0.67927,1.01442,0.55887,1.00082,0.0037625,0.0037625,0.0037625
77,9613.57,0.94123,0.56745,0.95854,0.94345,0.8789,0.93924,0.67771,1.00922,0.56261,0.99665,0.003746,0.003746,0.003746
78,9750.1,0.95293,0.56279,0.96331,0.93966,0.8875,0.93946,0.67703,1.00787,0.55934,0.99977,0.0037295,0.0037295,0.0037295
79,9880.29,0.95033,0.5597,0.95666,0.915,0.88427,0.92993,0.67708,0.98857,0.56649,0.99685,0.003713,0.003713,0.003713
80,10016.2,0.94159,0.55486,0.96225,0.9187,0.89107,0.94157,0.67958,1.00264,0.57333,1.00462,0.0036965,0.0036965,0.0036965
81,10152.2,0.94633,0.55666,0.96358,0.94207,0.90027,0.94869,0.69013,1.00482,0.54809,1.00255,0.00368,0.00368,0.00368
82,10276.7,0.963,0.56981,0.96742,0.91902,0.91161,0.94204,0.68093,1.00017,0.54667,1.00247,0.0036635,0.0036635,0.0036635
83,10402,0.95062,0.56253,0.96367,0.94038,0.90136,0.94387,0.68106,1.00601,0.55118,1.00423,0.003647,0.003647,0.003647
84,10527.8,0.95451,0.55825,0.95842,0.93921,0.89196,0.94135,0.68004,1.00785,0.55615,1.00173,0.0036305,0.0036305,0.0036305
85,10654.2,0.9245,0.54893,0.95563,0.92885,0.90357,0.94258,0.6848,1.00469,0.55706,0.99966,0.003614,0.003614,0.003614
86,10776.3,0.92999,0.54815,0.95473,0.93805,0.89227,0.94399,0.68037,1.00802,0.55579,0.99941,0.0035975,0.0035975,0.0035975
87,10902.1,0.93225,0.54736,0.95404,0.93618,0.89286,0.94006,0.67609,1.01544,0.55792,1.0068,0.003581,0.003581,0.003581
88,11028.1,0.94238,0.56233,0.9672,0.91455,0.89831,0.93653,0.67594,1.00373,0.54799,0.99743,0.0035645,0.0035645,0.0035645
89,11154.1,0.93032,0.54245,0.94991,0.93588,0.9,0.94653,0.69126,0.99146,0.52757,0.99256,0.003548,0.003548,0.003548
90,11279.4,0.92852,0.54232,0.95005,0.92551,0.89856,0.94174,0.6874,0.99764,0.54776,0.9975,0.0035315,0.0035315,0.0035315
91,11404.8,0.92729,0.54826,0.95275,0.93366,0.89911,0.94435,0.68708,0.99455,0.54325,0.99392,0.003515,0.003515,0.003515
92,11524.6,0.92426,0.53666,0.95483,0.93258,0.89732,0.9394,0.68242,1.00579,0.54532,1.00499,0.0034985,0.0034985,0.0034985
93,11646.9,0.91541,0.5369,0.94855,0.94532,0.89528,0.94769,0.6859,1.00785,0.53379,1.00473,0.003482,0.003482,0.003482
94,11766.7,0.92744,0.5429,0.94798,0.94091,0.90179,0.94772,0.69063,0.9991,0.53182,0.99645,0.0034655,0.0034655,0.0034655
95,11886.2,0.93054,0.53768,0.95259,0.94374,0.89911,0.94469,0.68785,0.99901,0.53188,1.0044,0.003449,0.003449,0.003449
96,12009.7,0.92736,0.53112,0.95309,0.93637,0.89732,0.93988,0.69214,0.99326,0.53612,1.00157,0.0034325,0.0034325,0.0034325
97,12130.5,0.93446,0.54097,0.95424,0.92426,0.90625,0.94451,0.68559,0.99385,0.53339,1.0014,0.003416,0.003416,0.003416
98,12254.2,0.9062,0.5256,0.95173,0.93541,0.89464,0.94638,0.69307,0.99463,0.53151,1.00359,0.0033995,0.0033995,0.0033995
99,12378.6,0.91902,0.53339,0.95416,0.92817,0.90357,0.94276,0.693,0.99327,0.53381,0.99625,0.003383,0.003383,0.003383
100,12501.5,0.89842,0.5245,0.94773,0.94749,0.88393,0.94573,0.69544,0.98912,0.52487,0.99657,0.0033665,0.0033665,0.0033665
101,12625.5,0.90646,0.52066,0.94478,0.93677,0.91429,0.94593,0.69311,0.98553,0.52783,0.9979,0.00335,0.00335,0.00335
102,12749.4,0.91987,0.52761,0.95134,0.93588,0.90179,0.94774,0.69434,0.99474,0.52428,1.0036,0.0033335,0.0033335,0.0033335
103,12874,0.90975,0.51316,0.94882,0.93058,0.90957,0.94734,0.69326,0.98656,0.52602,0.99691,0.003317,0.003317,0.003317
104,12999.8,0.90187,0.51244,0.95641,0.93429,0.90138,0.94093,0.69033,0.99294,0.53618,0.99787,0.0033005,0.0033005,0.0033005
105,13123.8,0.91121,0.51801,0.94417,0.93004,0.90202,0.94468,0.69095,0.99467,0.53528,0.99971,0.003284,0.003284,0.003284
106,13245.9,0.89918,0.51146,0.94419,0.93116,0.90577,0.943,0.69109,0.99025,0.52987,0.99717,0.0032675,0.0032675,0.0032675
107,13371.7,0.9012,0.5177,0.94485,0.93892,0.90588,0.94532,0.692,0.98917,0.53667,0.99693,0.003251,0.003251,0.003251
108,13495.5,0.87248,0.49789,0.93192,0.92594,0.92143,0.94888,0.69457,0.99306,0.51278,1.00051,0.0032345,0.0032345,0.0032345
109,13623.8,0.89581,0.50118,0.93993,0.93114,0.90551,0.94241,0.68829,0.9943,0.52392,1.00043,0.003218,0.003218,0.003218
110,13753.1,0.89442,0.51308,0.94266,0.9312,0.91071,0.94641,0.69323,0.99338,0.51617,1.00249,0.0032015,0.0032015,0.0032015
111,13882.6,0.89403,0.50956,0.93691,0.93517,0.90089,0.94341,0.6919,0.99208,0.52405,0.99494,0.003185,0.003185,0.003185
112,14011.6,0.89136,0.50442,0.93984,0.94211,0.90095,0.94973,0.69644,0.98427,0.51162,0.99385,0.0031685,0.0031685,0.0031685
