epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,3639.58,0.94746,0.56821,0.93545,0.9177,0.85536,0.92261,0.65448,0.97753,0.54253,0.95987,0.0057925,0.0057925,0.0057925
87,3682.93,0.95553,0.56084,0.93992,0.94921,0.85107,0.9254,0.66441,0.97945,0.54143,0.96021,0.005743,0.005743,0.005743
88,3726.57,0.94105,0.56585,0.93377,0.92583,0.85817,0.91905,0.65662,0.98235,0.53919,0.96203,0.0056935,0.0056935,0.0056935
89,3770.41,0.95606,0.56175,0.9378,0.93951,0.86429,0.91623,0.65299,0.97408,0.53967,0.95728,0.005644,0.005644,0.005644
90,3813.89,0.95196,0.55302,0.93064,0.93964,0.875,0.92996,0.66194,0.97104,0.52059,0.95698,0.0055945,0.0055945,0.0055945
91,3856.72,0.93587,0.54588,0.93742,0.9316,0.85893,0.91927,0.6572,0.98627,0.52554,0.95882,0.005545,0.005545,0.005545
92,3902.25,0.93809,0.55515,0.93217,0.94499,0.87054,0.92661,0.65966,0.97154,0.53143,0.95942,0.0054955,0.0054955,0.0054955
93,3944.86,0.93733,0.5584,0.92999,0.93363,0.87143,0.92552,0.65421,0.97571,0.52894,0.96515,0.005446,0.005446,0.005446
94,3987.74,0.93664,0.561,0.93658,0.92283,0.87054,0.92334,0.66155,0.96423,0.5294,0.95927,0.0053965,0.0053965,0.0053965
95,4030.76,0.92639,0.54625,0.93471,0.93736,0.85982,0.91897,0.65606,0.96549,0.53654,0.95742,0.005347,0.005347,0.005347
96,4073.37,0.92596,0.54833,0.92464,0.93245,0.8504,0.92606,0.66292,0.96195,0.51945,0.95476,0.0052975,0.0052975,0.0052975
97,4115.78,0.92837,0.55016,0.92721,0.93764,0.86429,0.92448,0.66626,0.96361,0.51751,0.95813,0.005248,0.005248,0.005248
98,4158.01,0.9261,0.53659,0.92889,0.92989,0.86786,0.92079,0.66043,0.96333,0.51682,0.96082,0.0051985,0.0051985,0.0051985
99,4201.2,0.92611,0.54068,0.92216,0.93757,0.85811,0.92418,0.66691,0.95886,0.52285,0.95134,0.005149,0.005149,0.005149
100,4244.03,0.92016,0.52771,0.92582,0.91876,0.86838,0.9233,0.66075,0.9819,0.51862,0.96231,0.0050995,0.0050995,0.0050995
101,4287.44,0.92586,0.53471,0.92814,0.91703,0.87824,0.9231,0.66401,0.9568,0.51985,0.95432,0.00505,0.00505,0.00505
102,4330.7,0.92529,0.53655,0.92427,0.92975,0.85625,0.92462,0.6646,0.96332,0.53179,0.95675,0.0050005,0.0050005,0.0050005
103,4373.01,0.92841,0.5486,0.92524,0.93515,0.87547,0.92841,0.66537,0.9548,0.51427,0.9516,0.004951,0.004951,0.004951
104,4415.2,0.92083,0.52511,0.9295,0.92728,0.87679,0.93312,0.66737,0.96406,0.51704,0.9549,0.0049015,0.0049015,0.0049015
105,4457.49,0.91604,0.53294,0.92316,0.92507,0.88187,0.9309,0.66963,0.96452,0.51629,0.9604,0.004852,0.004852,0.004852
106,4499.78,0.91814,0.53383,0.92619,0.94021,0.875,0.93286,0.67035,0.95688,0.50929,0.95473,0.0048025,0.0048025,0.0048025
107,4542.06,0.91027,0.52804,0.92569,0.92859,0.87857,0.93283,0.67391,0.95183,0.50944,0.9545,0.004753,0.004753,0.004753
108,4584.5,0.91335,0.52509,0.93235,0.93279,0.87976,0.93548,0.67557,0.96019,0.5066,0.95592,0.0047035,0.0047035,0.0047035
109,4626.63,0.91623,0.52924,0.92593,0.93359,0.87411,0.92932,0.67311,0.94936,0.51701,0.95145,0.004654,0.004654,0.004654
110,4668.8,0.90676,0.52309,0.91867,0.93723,0.86875,0.93024,0.67226,0.95423,0.51412,0.95555,0.0046045,0.0046045,0.0046045
111,4710.95,0.89993,0.51968,0.92482,0.94234,0.89015,0.93744,0.67672,0.95459,0.50147,0.95101,0.004555,0.004555,0.004555
112,4753.05,0.90859,0.50777,0.92463,0.94386,0.86518,0.93086,0.67156,0.95969,0.51586,0.9536,0.0045055,0.0045055,0.0045055
113,4795.62,0.90223,0.51516,0.92078,0.94652,0.87232,0.93277,0.67315,0.96288,0.49831,0.95847,0.004456,0.004456,0.004456
114,4837.55,0.91088,0.51833,0.92344,0.92966,0.88502,0.93303,0.67237,0.96223,0.50006,0.95272,0.0044065,0.0044065,0.0044065
115,4879.62,0.90348,0.51258,0.92188,0.94128,0.8875,0.93366,0.67513,0.9512,0.48639,0.9512,0.004357,0.004357,0.004357
116,4921.67,0.88138,0.49992,0.91075,0.93651,0.87143,0.9316,0.67308,0.95092,0.50481,0.95428,0.0043075,0.0043075,0.0043075
117,4964.98,0.88575,0.49727,0.91872,0.93735,0.8816,0.93776,0.67525,0.94418,0.48945,0.95238,0.004258,0.004258,0.004258
118,5008.63,0.88802,0.50174,0.91864,0.94437,0.87908,0.93705,0.67749,0.94094,0.49135,0.95193,0.0042085,0.0042085,0.0042085
119,5052.23,0.88376,0.506,0.91432,0.94409,0.87452,0.93296,0.67719,0.94312,0.49979,0.95091,0.004159,0.004159,0.004159
120,5095.81,0.88447,0.5017,0.91081,0.95682,0.86696,0.93275,0.67513,0.94845,0.49322,0.9509,0.0041095,0.0041095,0.0041095
121,5139.45,0.8926,0.49965,0.91169,0.93513,0.88805,0.93285,0.67224,0.95375,0.49914,0.95739,0.00406,0.00406,0.00406
122,5183.18,0.87741,0.49556,0.91523,0.9289,0.88393,0.93308,0.67171,0.96106,0.50279,0.9607,0.0040105,0.0040105,0.0040105
123,5226.9,0.8824,0.49402,0.91383,0.94454,0.86684,0.93061,0.67138,0.96104,0.50287,0.95965,0.003961,0.003961,0.003961
124,5269.81,0.88793,0.49392,0.9118,0.95695,0.85345,0.93322,0.67135,0.96012,0.49688,0.95789,0.0039115,0.0039115,0.0039115
125,5311.91,0.89196,0.50089,0.91691,0.92894,0.86964,0.93186,0.66935,0.95907,0.50604,0.95745,0.003862,0.003862,0.003862
126,5353.96,0.87796,0.48721,0.9086,0.92865,0.88323,0.93599,0.67476,0.95375,0.49682,0.95176,0.0038125,0.0038125,0.0038125
127,5396.12,0.8798,0.49033,0.9068,0.93742,0.88304,0.93082,0.67854,0.95129,0.49487,0.94885,0.003763,0.003763,0.003763
128,5438.23,0.8566,0.4733,0.9069,0.94606,0.87699,0.935,0.67353,0.95011,0.48933,0.95306,0.0037135,0.0037135,0.0037135
129,5480.37,0.87152,0.48559,0.90618,0.94379,0.87679,0.93704,0.67551,0.9544,0.48601,0.95156,0.003664,0.003664,0.003664
130,5522.48,0.87192,0.48219,0.90584,0.93242,0.88703,0.93678,0.67644,0.94708,0.48292,0.95339,0.0036145,0.0036145,0.0036145
131,5564.62,0.86866,0.4808,0.91033,0.94214,0.88681,0.93472,0.68066,0.94494,0.4858,0.95226,0.003565,0.003565,0.003565
132,5606.81,0.86312,0.48135,0.90261,0.93382,0.89447,0.93615,0.6787,0.94889,0.48478,0.95158,0.0035155,0.0035155,0.0035155
133,5648.91,0.86163,0.4741,0.9077,0.93313,0.89375,0.93721,0.68227,0.94234,0.48533,0.94877,0.003466,0.003466,0.003466
134,5691.14,0.86181,0.47182,0.90995,0.92933,0.89232,0.93751,0.68187,0.94692,0.49291,0.94837,0.0034165,0.0034165,0.0034165
135,5733.33,0.8696,0.47619,0.90287,0.93662,0.89723,0.93846,0.6831,0.93784,0.48258,0.94558,0.003367,0.003367,0.003367
136,5775.43,0.85272,0.46649,0.91087,0.93657,0.90536,0.93624,0.68526,0.93784,0.48441,0.94636,0.0033175,0.0033175,0.0033175
137,5817.63,0.86873,0.48202,0.90776,0.94365,0.89704,0.93697,0.68122,0.94434,0.49082,0.94935,0.003268,0.003268,0.003268
138,5859.72,0.84802,0.46127,0.90423,0.93995,0.8945,0.93697,0.68395,0.93656,0.4979,0.94713,0.0032185,0.0032185,0.0032185
139,5901.88,0.84991,0.46467,0.90712,0.94837,0.88567,0.9358,0.68249,0.93752,0.49239,0.94458,0.003169,0.003169,0.003169
140,5943.99,0.83599,0.45937,0.89916,0.94885,0.89196,0.93921,0.68522,0.93657,0.48542,0.94342,0.0031195,0.0031195,0.0031195
141,5986.07,0.84104,0.46403,0.90358,0.94139,0.89375,0.93882,0.68514,0.93233,0.48282,0.94147,0.00307,0.00307,0.00307
142,6028.31,0.853,0.47163,0.90415,0.95297,0.8875,0.93721,0.68258,0.93656,0.47967,0.94428,0.0030205,0.0030205,0.0030205
143,6070.44,0.83634,0.46077,0.90256,0.94192,0.89732,0.94033,0.6851,0.93387,0.47454,0.94605,0.002971,0.002971,0.002971
144,6112.56,0.85378,0.46728,0.89831,0.94045,0.90251,0.94188,0.68716,0.93209,0.48126,0.9455,0.0029215,0.0029215,0.0029215
145,6154.73,0.83898,0.45389,0.8983,0.94655,0.90122,0.94301,0.68583,0.93097,0.47894,0.94612,0.002872,0.002872,0.002872
146,6196.94,0.83697,0.46152,0.89868,0.94053,0.89911,0.93926,0.68501,0.92666,0.4846,0.94551,0.0028225,0.0028225,0.0028225
147,6239.14,0.82901,0.44984,0.89694,0.9306,0.90982,0.94027,0.68527,0.9279,0.48316,0.94587,0.002773,0.002773,0.002773
148,6281.31,0.82974,0.45218,0.90434,0.95499,0.89038,0.93996,0.68334,0.93207,0.47406,0.94632,0.0027235,0.0027235,0.0027235
149,6323.48,0.84075,0.44976,0.89993,0.94557,0.90089,0.94186,0.68554,0.93669,0.4771,0.95055,0.002674,0.002674,0.002674
150,6365.68,0.83046,0.4542,0.89664,0.93865,0.90155,0.94265,0.6859,0.9363,0.48265,0.94876,0.0026245,0.0026245,0.0026245
151,6407.74,0.83371,0.45267,0.89747,0.94135,0.90284,0.94175,0.68871,0.93129,0.49106,0.94641,0.002575,0.002575,0.002575
152,6449.94,0.82614,0.44768,0.89241,0.94378,0.89937,0.94044,0.68842,0.92876,0.48285,0.94547,0.0025255,0.0025255,0.0025255
153,6492,0.81885,0.44398,0.89246,0.95128,0.89107,0.94035,0.68756,0.93093,0.48247,0.94595,0.002476,0.002476,0.002476
154,6534.09,0.81446,0.44135,0.89402,0.95415,0.88839,0.93981,0.68782,0.93411,0.47919,0.94764,0.0024265,0.0024265,0.0024265
155,6576.29,0.82508,0.45071,0.88945,0.93635,0.90636,0.94066,0.68669,0.93556,0.47289,0.94759,0.002377,0.002377,0.002377
156,6618.42,0.83853,0.4483,0.89779,0.93959,0.89732,0.93887,0.68743,0.9357,0.47054,0.94679,0.0023275,0.0023275,0.0023275
157,6660.43,0.80969,0.43588,0.88846,0.95322,0.89464,0.94205,0.68644,0.9308,0.46412,0.94599,0.002278,0.002278,0.002278
158,6702.68,0.81191,0.43232,0.89534,0.95287,0.89732,0.94295,0.68394,0.93469,0.47028,0.94812,0.0022285,0.0022285,0.0022285
